_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C0271994,M00000000000100,1,0,DisGeNET,35,Hereditary persistence of fetal hemoglobin thalassemia,,-2.3,8.4,4.4,30304,35,311,3,0.96,0.55,1523|8531|53335,CUX1|YBX3|BCL11A,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,C0005845,M00000000000010,1,0,DisGeNET,35,Blood urea nitrogen measurement,,-2.3,5.7,4,30304,90,237,4,1.7,0.84,2122|10019|10301|220107,MECOM|SH2B3|DLEU1|DLEU7,-1.8,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,C4523846,M00000000100000,1,0,DisGeNET,35,MSI-high,,-2.3,8.4,4.4,30304,83,130,3,2.3,1.3,5293|7048|7096,PIK3CD|TGFBR2|TLR1,-1.8,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,C0037023,M10000000001000,2,0,DisGeNET,35,Sialadenitis,,-2.3,8.4,4.4,30304,42,259,3,1.2,0.66,920|958|5293,CD4|CD40|PIK3CD,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C0276226,M10000000000000,1,0,DisGeNET,35,Herpes encephalitis,,-2.3,8.4,4.4,30304,42,259,3,1.2,0.66,348|1524|3665,APOE|CX3CR1|IRF7,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C2882221,M10000000000000,1,0,DisGeNET,35,Acute pulmonary embolism,,-2.3,8.4,4.4,30304,42,259,3,1.2,0.66,1524|3162|5327,CX3CR1|HMOX1|PLAT,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,C4721209,M10000000000000,1,0,DisGeNET,35,Metastatic human epidermal growth factor 2 positive carcinoma of breast,,-2.3,8.4,4.4,30304,42,259,3,1.2,0.66,2214|5293|7538,FCGR3A|PIK3CD|ZFP36,-1.8,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2.3,0,0,C0751522,M00000010000100,2,0,DisGeNET,35,"Status Epilepticus, Subclinical",,-2.3,5.6,3.9,30304,69,311,4,1.3,0.64,2353|3725|3726|3727,FOS|JUN|JUNB|JUND,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C2752147,M00000000000100,1,0,DisGeNET,35,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",,-2.3,5.6,3.9,30304,69,311,4,1.3,0.64,5293|6239|7075|9402,PIK3CD|RREB1|TIE1|GRAP2,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,C0020488,M00000000000001,1,0,DisGeNET,35,Hypernatremia,,-2.3,8.4,4.4,30304,59,184,3,1.6,0.93,3091|4988|6446,HIF1A|OPRM1|SGK1,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,-2,C0033575,M00000000001001,2,0,DisGeNET,35,Prostatic Diseases,,-2.3,5.6,3.9,30304,72,298,4,1.3,0.67,2078|2353|2697|3091,ERG|FOS|GJA1|HIF1A,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,0,0,0,0,0,0,0,0,0,0,-2.3,0,C4721698,M01000000000010,2,0,DisGeNET,35,Metastatic Renal Cell Carcinoma,,-2.3,4.4,3.7,30304,144,237,5,2.1,0.93,2321|3123|7852|8828|57162,FLT1|HLA-DRB1|CXCR4|NRP2|PELI1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,0,0,C1843108,M00000000000100,1,0,DisGeNET,35,Short palm,,-2.3,4.4,3.7,30304,110,311,5,1.6,0.71,182|2260|5745|7227|22856,JAG1|FGFR1|PTH1R|TRPS1|CHSY1,-1.8,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,C0020097,M11000000000000,2,0,DisGeNET,35,HTLV-I Infections,,-2.2,5.7,3.9,30304,134,160,4,2.5,1.2,969|5293|6900|7057,CD69|PIK3CD|CNTN2|THBS1,-1.8,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,-2,0,0,0,C0003615,M10000000001000,2,0,DisGeNET,35,Appendicitis,,-2.2,5.6,3.9,30304,83,259,4,1.5,0.77,1508|2004|6404|57817,CTSB|ELK3|SELPLG|HAMP,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0029227,M10000000000000,1,0,DisGeNET,35,"Delirium, Dementia, Amnestic, Cognitive Disorders",,-2.2,5.6,3.9,30304,83,259,4,1.5,0.77,348|3162|7538|54209,APOE|HMOX1|ZFP36|TREM2,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0085632,M10000000000000,1,0,DisGeNET,35,Apathy,,-2.2,5.6,3.9,30304,83,259,4,1.5,0.77,348|1436|3119|54209,APOE|CSF1R|HLA-DQB1|TREM2,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0432211,M00000000001000,1,0,DisGeNET,35,Spondyloepimetaphyseal disorder,,-2.2,8.2,4.4,30304,37,298,3,1,0.58,1634|2261|9060,DCN|FGFR3|PAPSS2,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C1095979,M00000000001000,1,0,DisGeNET,35,Progressive multiple sclerosis,,-2.2,8.2,4.4,30304,37,298,3,1,0.58,942|972|4155,CD86|CD74|MBP,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C1698259,M00000000001000,1,0,DisGeNET,35,HCV coinfection,,-2.2,8.2,4.4,30304,37,298,3,1,0.58,571|6352|51284,BACH1|CCL5|TLR7,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C0019100,M00000000000001,1,0,DisGeNET,35,Severe Dengue,,-2.2,5.6,3.9,30304,117,184,4,2.2,1.1,2214|3106|3123|3606,FCGR3A|HLA-B|HLA-DRB1|IL18,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C1175175,M00000000000001,1,0,DisGeNET,35,Severe Acute Respiratory Syndrome,,-2.2,5.6,3.9,30304,117,184,4,2.2,1.1,3106|3123|5925|9402,HLA-B|HLA-DRB1|RB1|GRAP2,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0030552,M00000000001000,1,0,DisGeNET,35,Paresis,,-2.2,3.3,3.4,30304,216,298,7,2.3,0.88,896|1278|3123|3315|6444|7402|51284,CCND3|COL1A2|HLA-DRB1|HSPB1|SGCD|UTRN|TLR7,-1.8,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,-2.2,0,0,0,C0016529,M00000010001000,2,0,DisGeNET,35,Forced expiratory volume function,,-2.2,3,3.3,30304,272,298,8,2.7,0.94,2122|3672|3687|8935|10301|81619|91768|401237,MECOM|ITGA1|ITGAX|SKAP2|DLEU1|TSPAN14|CABLES1|CASC15,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1,0,0,0,0,0,0,0,0,0,0,-2.2,0,C0278678,M01000000000010,2,0,DisGeNET,35,Metastatic Renal Cell Cancer,,-2.2,4.4,3.7,30304,145,237,5,2.1,0.93,2321|3123|7852|8828|57162,FLT1|HLA-DRB1|CXCR4|NRP2|PELI1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0042798,M00000000000100,1,0,DisGeNET,35,Low Vision,,-2.2,3.7,3.5,30304,157,311,6,1.9,0.78,2078|3075|5159|6863|10461|346007,ERG|CFH|PDGFRB|TAC1|MERTK|EYS,-1.8,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.2,0,0,0,0,0,0,0,-2.2,0,-2,0,C1862939,M00100000001010,3,0,DisGeNET,35,AMYOTROPHIC LATERAL SCLEROSIS 1,,-2.2,3.7,3.5,30304,164,298,6,2,0.81,2289|2353|3315|3718|6506|7114,FKBP5|FOS|HSPB1|JAK3|SLC1A2|TMSB4X,-1.8,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,-2.2,0,0,0,C0008074,M00000100001000,2,0,DisGeNET,35,"Child Development Disorders, Pervasive",,-2.2,4.4,3.6,30304,168,205,5,2.4,1.1,2913|7444|8418|9638|22986,GRM3|VRK2|CMAHP|FEZ1|SORCS3,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C1835884,M00000000000100,1,0,DisGeNET,35,Triangular face,,-2.2,4.4,3.6,30304,111,311,5,1.6,0.71,182|7227|9935|55784|170302,JAG1|TRPS1|MAFB|MCTP2|ARX,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,C0020635,M01000000000000,1,0,DisGeNET,35,Hypopituitarism,,-2.2,8.2,4.4,30304,69,160,3,1.9,1.1,3479|5626|6750,IGF1|PROP1|SST,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,-2.2,0,C0006625,M00000000001010,2,0,DisGeNET,35,Cachexia,,-2.2,3,3.3,30304,273,298,8,2.7,0.94,3091|3490|3572|5175|6303|7132|9935|51284,HIF1A|IGFBP7|IL6ST|PECAM1|SAT1|TNFRSF1A|MAFB|TLR7,-1.8,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,C0268287,M00000100000000,1,0,DisGeNET,35,Deficiency of steroid 21-monooxygenase,,-2.2,8.2,4.4,30304,54,205,3,1.5,0.84,4306|7133|7439,NR3C2|TNFRSF1B|BEST1,-1.8,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,C0751291,M00000100000000,1,0,DisGeNET,35,Desmoplastic Medulloblastoma,,-2.2,8.2,4.4,30304,54,205,3,1.5,0.84,2313|7409|23081,FLI1|VAV1|KDM4C,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0151313,M00000000001000,1,0,DisGeNET,35,Sensory neuropathy,,-2.2,4.4,3.6,30304,116,298,5,1.7,0.74,1524|2261|6352|25939|121512,CX3CR1|FGFR3|CCL5|SAMHD1|FGD4,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C4521256,M10000000000000,1,0,DisGeNET,35,Glomerulopathy Assessment,,-2.2,5.6,3.9,30304,84,259,4,1.5,0.77,348|1230|3730|7454,APOE|CCR1|ANOS1|WAS,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0085584,M00000000001000,1,0,DisGeNET,35,Encephalopathies,,-2.2,2.4,3.1,30304,457,298,11,3.7,1.1,2|4088|4155|6506|6663|6925|7132|8942|22854|25939|53335,A2M|SMAD3|MBP|SLC1A2|SOX10|TCF4|TNFRSF1A|KYNU|NTNG1|SAMHD1|BCL11A,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0240735,M10000000000000,1,0,DisGeNET,35,Personality Change,,-2.2,8.2,4.4,30304,43,259,3,1.2,0.66,3119|7305|54209,HLA-DQB1|TYROBP|TREM2,-1.8,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-2.2,0,0,0,0,0,0,0,C0041326,M00000110000000,2,0,DisGeNET,35,Pleural Tuberculosis,,-2.2,8.2,4.4,30304,59,188,3,1.6,0.91,3606|6556|7097,IL18|SLC11A1|TLR2,-1.8,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,C0270921,M00000010000000,1,0,DisGeNET,35,Axonal neuropathy,,-2.2,8.2,4.4,30304,59,188,3,1.6,0.91,942|3315|26353,CD86|HSPB1|HSPB8,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0027070,M00000000000100,1,0,DisGeNET,35,Myoepithelioma,,-2.2,8.1,4.4,30304,36,311,3,0.96,0.55,5087|6857|7088,PBX1|SYT1|TLE1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0206658,M00000000000100,1,0,DisGeNET,35,Smooth Muscle Tumor,,-2.2,8.1,4.4,30304,36,311,3,0.96,0.55,238|960|2624,ALK|CD44|GATA2,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0343640,M00000000000100,1,0,DisGeNET,35,African Burkitt's lymphoma,,-2.2,8.1,4.4,30304,36,311,3,0.96,0.55,604|3399|5087,BCL6|ID3|PBX1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C2986703,M00000000000100,1,0,DisGeNET,35,Overgrowth Syndrome,,-2.2,8.1,4.4,30304,36,311,3,0.96,0.55,2262|5159|5293,GPC5|PDGFRB|PIK3CD,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,C0020305,M00000000000010,1,0,DisGeNET,35,Hydrops Fetalis,,-2.2,5.6,3.9,30304,92,237,4,1.7,0.84,960|2885|5580|6261,CD44|GRB2|PRKCD|RYR1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,C0020626,M00000000000010,1,0,DisGeNET,35,Hypoparathyroidism,,-2.2,5.6,3.9,30304,92,237,4,1.7,0.84,1730|6239|26191|55636,DIAPH2|RREB1|PTPN22|CHD7,-1.8,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,C0013720,M00000001000000,1,0,DisGeNET,35,Ehlers-Danlos Syndrome,,-2.2,8.2,4.4,30304,76,146,3,2.1,1.2,7046|7048|7450,TGFBR1|TGFBR2|VWF,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C4551675,M00000000001000,1,0,DisGeNET,35,"Keratoderma, Palmoplantar",,-2.2,3.7,3.5,30304,165,298,6,2,0.81,2697|3910|4780|6444|7133|79651,GJA1|LAMA4|NFE2L2|SGCD|TNFRSF1B|RHBDF2,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0026654,M00000000001000,1,0,DisGeNET,35,Moyamoya Disease,,-2.2,4.3,3.6,30304,117,298,5,1.7,0.74,2697|3123|6352|9332|25939,GJA1|HLA-DRB1|CCL5|CD163|SAMHD1,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0014869,M10000000000000,1,0,DisGeNET,35,Peptic Esophagitis,,-2.2,5.5,3.9,30304,85,259,4,1.5,0.77,348|3162|5293|5698,APOE|HMOX1|PIK3CD|PSMB9,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0029927,M00000000001000,1,0,DisGeNET,35,Ovarian Cysts,,-2.2,5.5,3.9,30304,74,298,4,1.3,0.67,713|2857|5742|221472,C1QB|GPR34|PTGS1|FGD2,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0030246,M00000000001000,1,0,DisGeNET,35,Pustulosis of Palms and Soles,,-2.2,5.5,3.9,30304,74,298,4,1.3,0.67,864|2261|5966|23765,RUNX3|FGFR3|REL|IL17RA,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0427515,M00000000001000,1,0,DisGeNET,35,Neutrophil abnormality,,-2.2,5.5,3.9,30304,74,298,4,1.3,0.67,1535|3910|6444|10320,CYBA|LAMA4|SGCD|IKZF1,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C3160814,M00000000001000,1,0,DisGeNET,35,Cannabis use,,-2.2,5.5,3.9,30304,74,298,4,1.3,0.67,2555|9914|93986|619279,GABRA2|ATP2C2|FOXP2|ZNF704,-1.8,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,-2.1,0,0,C0279068,M00000000100100,2,0,DisGeNET,35,Childhood Solid Neoplasm,,-2.2,5.5,3.9,30304,169,130,4,3.1,1.5,5243|5293|5788|7096,ABCB1|PIK3CD|PTPRC|TLR1,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C0375021,M00000000001000,1,0,DisGeNET,35,"Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site",,-2.2,8,4.3,30304,38,298,3,1,0.58,3570|7852|25939,IL6R|CXCR4|SAMHD1,-1.8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,C3536715,M00000000001000,1,0,DisGeNET,35,AA amyloidosis,,-2.2,8,4.3,30304,38,298,3,1,0.58,3123|3570|7132,HLA-DRB1|IL6R|TNFRSF1A,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0677659,M01000000000100,2,0,DisGeNET,35,Gastro-esophageal reflux disease with esophagitis,,-2.2,5.5,3.9,30304,71,311,4,1.3,0.64,2034|5293|6935|9402,EPAS1|PIK3CD|ZEB1|GRAP2,-1.8,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2.2,0,0,C0751523,M00000010000100,2,0,DisGeNET,35,Non-Convulsive Status Epilepticus,,-2.2,5.5,3.9,30304,71,311,4,1.3,0.64,2353|3725|3726|3727,FOS|JUN|JUNB|JUND,-1.8,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,C0338508,M00000010000000,1,0,DisGeNET,35,Optic Atrophy 1,,-2.2,5.5,3.9,30304,117,188,4,2.1,1.1,2078|7122|7402|10413,ERG|CLDN5|UTRN|YAP1,-1.8,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,-2.1,0,C0947622,M00000000010010,2,0,DisGeNET,35,Cholecystolithiasis,,-2.2,5.5,3.9,30304,156,141,4,2.8,1.4,6556|6579|85461|284757,SLC11A1|SLCO1A2|TANC1|MIR646HG,-1.8,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,C1135196,M00000100000000,1,0,DisGeNET,35,"Heart Failure, Diastolic",,-2.2,8.1,4.3,30304,55,205,3,1.5,0.84,687|2004|64231,KLF9|ELK3|MS4A6A,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0008373,M10000000000000,1,0,DisGeNET,35,Cholesteatoma,,-2.2,4.3,3.6,30304,135,259,5,1.9,0.85,834|1026|4360|5293|6696,CASP1|CDKN1A|MRC1|PIK3CD|SPP1,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0201657,M10000000000000,1,0,DisGeNET,35,C-reactive protein measurement,,-2.2,4.3,3.6,30304,135,259,5,1.9,0.85,348|6688|54209|54518|55024,APOE|SPI1|TREM2|APBB1IP|BANK1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C1858085,M00000000000001,1,0,DisGeNET,35,Malar flattening,,-2.2,4.3,3.6,30304,190,184,5,2.7,1.2,4094|4784|6239|7046|7048,MAF|NFIX|RREB1|TGFBR1|TGFBR2,-1.8,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-2.2,0,0,0,0,-2.1,-2.1,0,0,C0039538,M00000100001100,3,0,DisGeNET,35,Teratoma,,-2.2,4.3,3.6,30304,171,205,5,2.4,1.1,800|2309|2896|3091|4851,CALD1|FOXO3|GRN|HIF1A|NOTCH1,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.1,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,C0343752,M10000000000010,2,0,DisGeNET,35,Acute HIV infection,,-2.2,8,4.3,30304,48,237,3,1.3,0.73,6646|7852|9332,SOAT1|CXCR4|CD163,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,C4699512,M00000000000010,1,0,DisGeNET,35,Large-artery atherosclerosis (embolus/thrombosis),,-2.2,8,4.3,30304,48,237,3,1.3,0.73,2353|4988|25939,FOS|OPRM1|SAMHD1,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0022603,M10000000000000,1,0,DisGeNET,35,Seborrheic keratosis,,-2.2,8,4.3,30304,44,259,3,1.2,0.66,348|5293|10630,APOE|PIK3CD|PDPN,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0276289,M10000000000000,1,0,DisGeNET,35,Zika Virus Infection,,-2.2,3.7,3.4,30304,192,259,6,2.3,0.93,558|834|2214|3162|3428|5293,AXL|CASP1|FCGR3A|HMOX1|IFI16|PIK3CD,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C1854114,M00000000000100,1,0,DisGeNET,35,Short nose,,-2.2,2.9,3.2,30304,265,311,8,2.6,0.9,2260|2313|4774|5745|6857|6925|22856|84976,FGFR1|FLI1|NFIA|PTH1R|SYT1|TCF4|CHSY1|DISP1,-1.8,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,C1842366,M01000000000000,1,0,DisGeNET,35,Low anterior hairline,,-2.2,8,4.3,30304,71,160,3,1.9,1.1,3479|4853|6664,IGF1|NOTCH2|SOX11,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0699893,M10000000000000,1,0,DisGeNET,35,Skin carcinoma,,-2.2,4.3,3.6,30304,136,259,5,1.9,0.85,4360|5293|5327|5724|6778,MRC1|PIK3CD|PLAT|PTAFR|STAT6,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C0035334,M00000000000001,1,0,DisGeNET,35,Retinitis Pigmentosa,,-2.2,2.7,3.2,30304,546,184,9,4.9,1.6,409|972|2078|3091|3099|4481|5621|5788|9402,ARRB2|CD74|ERG|HIF1A|HK2|MSR1|PRNP|PTPRC|GRAP2,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0013221,M10000000000000,1,0,DisGeNET,35,Drug toxicity,,-2.2,5.4,3.8,30304,86,259,4,1.5,0.77,718|3162|6573|6696,C3|HMOX1|SLC19A1|SPP1,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0871189,M10000000000000,1,0,DisGeNET,35,Psychotic symptom,,-2.2,5.4,3.8,30304,86,259,4,1.5,0.77,348|3119|7305|7454,APOE|HLA-DQB1|TYROBP|WAS,-1.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,C0917713,M10000000000000,1,0,DisGeNET,35,Becker Muscular Dystrophy,,-2.2,5.4,3.8,30304,86,259,4,1.5,0.77,920|2710|3109|79974,CD4|GK|HLA-DMB|CPED1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C2936258,M00000000000001,1,0,DisGeNET,35,Peri-Implantitis,,-2.2,8,4.3,30304,62,184,3,1.6,0.93,3091|4973|9709,HIF1A|OLR1|HERPUD1,-1.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,C0239337,M00000000000100,1,0,DisGeNET,35,Deformity of limb,,-2.2,7.9,4.3,30304,37,311,3,0.96,0.55,1745|3655|5396,DLX1|ITGA6|PRRX1,-1.8,0
