att_D_AD_1.M35115.Oligo,att_D_AD_2.M35115.Micro,att_D_AD_2.M35594.Micro,att_D_AD_2.M35115.Oligo,att_D_AD_2.M35594.Oligo,att_D_SCZ_2.M35115.Oligo,att_D_no_prior_0.M35594.OPC,att_D_no_prior_2.M35594.OPC,att_D_AD_1,att_D_AD_2,att_D_SCZ_1,att_D_SCZ_2,att_D_no_prior_0,att_D_no_prior_1,att_D_no_prior_2,att_D_no_prior_3,_BACKGROUND
,,,,,,,,,,,,,,,,SSPN
,,,,,,,,,,,,,,,,SSR4
,,,,,,,,,,,,,,,,SSRP1
,,,,,,,,,,,,,,,,SST
,,,,,,,,,,,,,,,,ST18
,,,,,,,,,,,,,,,,ST3GAL5-AS1
,,,,,,,,,,,,,,,,ST3GAL6-AS1
,,,,,,,,,,,,,,,,ST6GAL1
,,,,,,,,,,,,,,,,ST6GALNAC1
,,,,,,,,,,,,,,,,ST6GALNAC3
,,,,,,,,,,,,,,,,ST6GALNAC5
,,,,,,,,,,,,,,,,ST8SIA4
,,,,,,,,,,,,,,,,ST8SIA6
,,,,,,,,,,,,,,,,ST8SIA6-AS1
,,,,,,,,,,,,,,,,STAB1
,,,,,,,,,,,,,,,,STAC
,,,,,,,,,,,,,,,,STARD13-AS
,,,,,,,,,,,,,,,,STARD8
,,,,,,,,,,,,,,,,STAT1
,,,,,,,,,,,,,,,,STAT2
,,,,,,,,,,,,,,,,STAT3
,,,,,,,,,,,,,,,,STAT4
,,,,,,,,,,,,,,,,STAT5A
,,,,,,,,,,,,,,,,STAT5B
,,,,,,,,,,,,,,,,STAT6
,,,,,,,,,,,,,,,,STAU2
,,,,,,,,,,,,,,,,STEAP1B
,,,,,,,,,,,,,,,,STEAP3
,,,,,,,,,,,,,,,,STEAP4
,,,,,,,,,,,,,,,,STK10
,,,,,,,,,,,,,,,,STK17B
,,,,,,,,,,,,,,,,STK26
,,,,,,,,,,,,,,,,STK31
,,,,,,,,,,,,,,,,STK32A
,,,,,,,,,,,,,,,,STK32B
,,,,,,,,,,,,,,,,STK33
,,,,,,,,,,,,,,,,STK40
,,,,,,,,,,,,,,,,STOM
,,,,,,,,,,,,,,,,STON2
,,,,,,,,,,,,,,,,STOX1
,,,,,,,,,,,,,,,,STPG2-AS1
,,,,,,,,,,,,,,,,STUB1
,,,,,,,,,,,,,,,,STX11
,,,,,,,,,,,,,,,,STX17-AS1
,,,,,,,,,,,,,,,,STX19
,,,,,,,,,,,,,,,,STX4
,,,,,,,,,,,,,,,,STXBP5-AS1
,,,,,,,,,,,,,,,,STXBP6
,,,,,,,,,,,,,,,,SUCLG1
,,,,,,,,,,,,,,,,SUCLG2
,,,,,,,,,,,,,,,,SUCLG2-AS1
,,,,,,,,,,,,,,,,SUGCT
,,,,,,,,,,,,,,,,SULF1
,,,,,,,,,,,,,,,,SULF2
,,,,,,,,,,,,,,,,SULT1C2
,,,,,,,,,,,,,,,,SULT1C4
,,,,,,,,,,,,,,,,SUN2
,,,,,,,,,,,,,,,,SUSD3
,,,,,,,,,,,,,,,,SUSD6
,,,,,,,,,,,,,,,,SV2B
,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,SVEP1
,,,,,,,,,,,,,,,,SVIL
,,,,,,,,,,,,,,,,SWAP70
,,,,,,,,,,,,,,,,SYAP1
,,,,,,,,,,,,,,,,SYCE2
,,,,,,,,,,,,,,,,SYK
,,,,,,,,,,,,,,,,SYN3
,,,,,,,,,,,,,,,,SYNDIG1
,,,,,,,,,,,,,,,,SYNE2
,,,,,,,,,,,,,,,,SYNGR2
,,,,,,,,,,,,,,,,SYNJ2
,,,,,,,,,,,,,,,,SYNM
,,,,,,,,,,,,,,,,SYNPO2
,,,,,,,,,,,,,,,,SYNPR
,,,,,,,,,,,,,,,,SYNPR-AS1
,,,,,,,,,,,,,,,,SYPL1
,,,,,,,,,,,,,,,,SYS1-DBNDD2
,,,,,,,,,,,,,,,,SYT1
,,,,,,,,,,,,,,,,SYT17
,,,,,,,,,,,,,,,,SYT2
,,,,,,,,,,,,,,,,SYT6
,,,,,,,,,,,,,,,,SYTL3
,,,,,,,,,,,,,,,,SYTL4
,,,,,,,,,,,,,,,,TAC1
,,,,,,,,,,,,,,,,TAC3
,,,,,,,,,,,,,,,,TACC1
,,,,,,,,,,,,,,,,TACR1
,,,,,,,,,,,,,,,,TACR3
,,,,,,,,,,,,,,,,TAF1
,,,,,,,,,,,,,,,,TAF1A
,,,,,,,,,,,,,,,,TAF1L
,,,,,,,,,,,,,,,,TAF6
,,,,,,,,,,,,,,,,TAF7
,,,,,,,,,,,,,,,,TAGAP
,,,,,,,,,,,,,,,,TAGLN
,,,,,,,,,,,,,,,,TAGLN2
,,,,,,,,,,,,,,,,TAL1
,,,,,,,,,,,,,,,,TAL2
,,,,,,,,,,,,,,,,TANC1
,,,,,,,,,,,,,,,,TAP1
,,,,,,,,,,,,,,,,TARID
,,,,,,,,,,,,,,,,TAS1R1
,,,,,,,,,,,,,,,,TBC1D12
,,,,,,,,,,,,,,,,TBC1D14
,,,,,,,,,,,,,,,,TBC1D16
,,,,,,,,,,,,,,,,TBC1D2
,,,,,,,,,,,,,,,,TBC1D4
,,,,,,,,,,,,,,,,TBC1D8B
,,,,,,,,,,,,,,,,TBL1X
,,,,,,,,,,,,,,,,TBL1XR1
,,,,,,,,,,,,,,,,TBL1Y
,,,,,,,,,,,,,,,,TBP
,,,,,,,,,,,,,,,,TBPL1
,,,,,,,,,,,,,,,,TBPL2
,,,,,,,,,,,,,,,,TBR1
,,,,,,,,,,,,,,,,TBX1
,,,,,,,,,,,,,,,,TBX10
,,,,,,,,,,,,,,,,TBX15
,,,,,,,,,,,,,,,,TBX18
,,,,,,,,,,,,,,,,TBX19
,,,,,,,,,,,,,,,,TBX2
,,,,,,,,,,,,,,,,TBX20
,,,,,,,,,,,,,,,,TBX21
,,,,,,,,,,,,,,,,TBX22
,,,,,,,,,,,,,,,,TBX3
,,,,,,,,,,,,,,,,TBX5
,,,,,,,,,,,,,,,,TBX6
,,,,,,,,,,,,,,,,TBXAS1
,,,,,,,,,,,,,,,,TC2N
,,,,,,,,,,,,,,,,TCEAL2
,,,,,,,,,,,,,,,,TCEAL3
,,,,,,,,,,,,,,,,TCEAL6
,,,,,,,,,,,,,,,,TCERG1L
,,,,,,,,,,,,,,,,TCF12
,,,,,,,,,,,,,,,,TCF15
,,,,,,,,,,,,,,,,TCF23
,,,,,,,,,,,,,,,,TCF24
,,,,,,,,,,,,,,,,TCF3
,,,,,,,,,,,,,,,,TCF4
,,,,,,,,,,,,,,,,TCF4-AS1
,,,,,,,,,,,,,,,,TCF7
,,,,,,,,,,,,,,,,TCF7L1
,,,,,,,,,,,,,,,,TCF7L2
,,,,,,,,,,,,,,,,TCFL5
,,,,,,,,,,,,,,,,TCIRG1
,,,,,,,,,,,,,,,,TCN2
,,,,,,,,,,,,,,,,TDRD10
,,,,,,,,,,,,,,,,TEAD1
,,,,,,,,,,,,,,,,TEAD2
,,,,,,,,,,,,,,,,TEAD3
,,,,,,,,,,,,,,,,TEAD4
,,,,,,,,,,,,,,,,TEC
,,,,,,,,,,,,,,,,TEF
,,,,,,,,,,,,,,,,TEK
,,,,,,,,,,,,,,,,TENM1
,,,,,,,,,,,,,,,,TENM2
,,,,,,,,,,,,,,,,TENM3
,,,,,,,,,,,,,,,,TENM4
,,,,,,,,,,,,,,,,TEP1
,,,,,,,,,,,,,,,,TERF1
,,,,,,,,,,,,,,,,TERF2
,,,,,,,,,,,,,,,,TES
,,,,,,,,,,,,,,,,TESC
,,,,,,,,,,,,,,,,TET1
,,,,,,,,,,,,,,,,TEX14
,,,,,,,,,,,,,,,,TEX21P
,,,,,,,,,,,,,,,,TEX41
,,,,,,,,,,,,,,,,TF
,,,,,,,,,,,,,,,,TFAM
,,,,,,,,,,,,,,,,TFAP2A
,,,,,,,,,,,,,,,,TFAP2C
,,,,,,,,,,,,,,,,TFAP2D
,,,,,,,,,,,,,,,,TFAP2E
,,,,,,,,,,,,,,,,TFAP4
,,,,,,,,,,,,,,,,TFCP2
,,,,,,,,,,,,,,,,TFCP2L1
,,,,,,,,,,,,,,,,TFDP1
,,,,,,,,,,,,,,,,TFDP2
,,,,,,,,,,,,,,,,TFE3
,,,,,,,,,,,,,,,,TFEB
,,,,,,,,,,,,,,,,TFEC
,,,,,,,,,,,,,,,,TFPI
,,,,,,,,,,,,,,,,TFRC
,,,,,,,,,,,,,,,,TG
,,,,,,,,,,,,,,,,TGFA
,,,,,,,,,,,,,,,,TGFB1
,,,,,,,,,,,,,,,,TGFB2
,,,,,,,,,,,,,,,,TGFBI
,,,,,,,,,,,,,,,,TGFBR1
,,,,,,,,,,,,,,,,TGFBR2
,,,,,,,,,,,,,,,,TGFBR3
,,,,,,,,,,,,,,,,TGIF1
,,,,,,,,,,,,,,,,TGM2
,,,,,,,,,,,,,,,,THAP1
,,,,,,,,,,,,,,,,THAP11
,,,,,,,,,,,,,,,,THAP12
,,,,,,,,,,,,,,,,THAP9
,,,,,,,,,,,,,,,,THBS1
,,,,,,,,,,,,,,,,THBS2
,,,,,,,,,,,,,,,,THBS4
,,,,,,,,,,,,,,,,THEMIS
,,,,,,,,,,,,,,,,THEMIS2
,,,,,,,,,,,,,,,,THOC2
,,,,,,,,,,,,,,,,THRA
,,,,,,,,,,,,,,,,THRB
,,,,,,,,,,,,,,,,THSD4
,,,,,,,,,,,,,,,,THSD4-AS1
,,,,,,,,,,,,,,,,THSD7A
,,,,,,,,,,,,,,,,THSD7B
,,,,,,,,,,,,,,,,TIA1
,,,,,,,,,,,,,,,,TIE1
,,,,,,,,,,,,,,,,TIFA
,,,,,,,,,,,,,,,,TIGD1
,,,,,,,,,,,,,,,,TIGD2
,,,,,,,,,,,,,,,,TIGD3
,,,,,,,,,,,,,,,,TIGD4
,,,,,,,,,,,,,,,,TIGD6
,,,,,,,,,,,,,,,,TIGD7
,,,,,,,,,,,,,,,,TIMD4
,,,,,,,,,,,,,,,,TIMELESS
,,,,,,,,,,,,,,,,TIMM44
,,,,,,,,,,,,,,,,TIMM8A
,,,,,,,,,,,,,,,,TIMP1
,,,,,,,,,,,,,,,,TIMP3
,,,,,,,,,,,,,,,,TINAGL1
,,,,,,,,,,,,,,,,TIPARP
,,,,,,,,,,,,,,,,TK1
,,,,,,,,,,,,,,,,TKTL1
,,,,,,,,,,,,,,,,TLDC2
,,,,,,,,,,,,,,,,TLE1
,,,,,,,,,,,,,,,,TLE3
,,,,,,,,,,,,,,,,TLL1
,,,,,,,,,,,,,,,,TLL2
,,,,,,,,,,,,,,,,TLN1
,,,,,,,,,,,,,,,,TLR1
,,,,,,,,,,,,,,,,TLR10
,,,,,,,,,,,,,,,,TLR2
,,,,,,,,,,,,,,,,TLR3
,,,,,,,,,,,,,,,,TLR5
,,,,,,,,,,,,,,,,TLR7
,,,,,,,,,,,,,,,,TLX2
,,,,,,,,,,,,,,,,TM4SF1
,,,,,,,,,,,,,,,,TM4SF18
,,,,,,,,,,,,,,,,TM6SF1
,,,,,,,,,,,,,,,,TMBIM1
,,,,,,,,,,,,,,,,TMC1
,,,,,,,,,,,,,,,,TMC6
,,,,,,,,,,,,,,,,TMC8
,,,,,,,,,,,,,,,,TMCC2
,,,,,,,,,,,,,,,,TMCC3
,,,,,,,,,,,,,,,,TMCO4
,,,,,,,,,,,,,,,,TMED11P
,,,,,,,,,,,,,,,,TMED3
,,,,,,,,,,,,,,,,TMEM106A
,,,,,,,,,,,,,,,,TMEM119
,,,,,,,,,,,,,,,,TMEM123
,,,,,,,,,,,,,,,,TMEM125
,,,,,,,,,,,,,,,,TMEM132C
,,,,,,,,,,,,,,,,TMEM132D
,,,,,,,,,,,,,,,,TMEM139
,,,,,,,,,,,,,,,,TMEM140
,,,,,,,,,,,,,,,,TMEM144
,,,,,,,,,,,,,,,,TMEM151A
,,,,,,,,,,,,,,,,TMEM154
,,,,,,,,,,,,,,,,TMEM156
,,,,,,,,,,,,,,,,TMEM163
,,,,,,,,,,,,,,,,TMEM164
,,,,,,,,,,,,,,,,TMEM165
,,,,,,,,,,,,,,,,TMEM171
,,,,,,,,,,,,,,,,TMEM176B
,,,,,,,,,,,,,,,,TMEM182
,,,,,,,,,,,,,,,,TMEM196
,,,,,,,,,,,,,,,,TMEM204
,,,,,,,,,,,,,,,,TMEM220
,,,,,,,,,,,,,,,,TMEM235
,,,,,,,,,,,,,,,,TMEM236
,,,,,,,,,,,,,,,,TMEM241
,,,,,,,,,,,,,,,,TMEM246-AS1
,,,,,,,,,,,,,,,,TMEM255A
,,,,,,,,,,,,,,,,TMEM255B
,,,,,,,,,,,,,,,,TMEM258
,,,,,,,,,,,,,,,,TMEM26
,,,,,,,,,,,,,,,,TMEM33
,,,,,,,,,,,,,,,,TMEM45A
,,,,,,,,,,,,,,,,TMEM45B
,,,,,,,,,,,,,,,,TMEM51
,,,,,,,,,,,,,,,,TMEM63A
,,,,,,,,,,,,,,,,TMEM71
,,,,,,,,,,,,,,,,TMEM87B
,,,,,,,,,,,,,,,,TMEM88B
,,,,,,,,,,,,,,,,TMEM98
,,,,,,,,,,,,,,,,TMIGD3
,,,,,,,,,,,,,,,,TMLHE-AS1
,,,,,,,,,,,,,,,,TMPRSS12
,,,,,,,,,,,,,,,,TMPRSS5
,,,,,,,,,,,,,,,,TMSB10
,,,,,,,,,,,,,,,,TMSB4X
,,,,,,,,,,,,,,,,TMTC1
,,,,,,,,,,,,,,,,TMTC2
,,,,,,,,,,,,,,,,TMTC4
,,,,,,,,,,,,,,,,TNC
,,,,,,,,,,,,,,,,TNFAIP2
,,,,,,,,,,,,,,,,TNFAIP3
,,,,,,,,,,,,,,,,TNFAIP6
,,,,,,,,,,,,,,,,TNFAIP8
,,,,,,,,,,,,,,,,TNFRSF10A
,,,,,,,,,,,,,,,,TNFRSF10B
,,,,,,,,,,,,,,,,TNFRSF10D
,,,,,,,,,,,,,,,,TNFRSF11A
,,,,,,,,,,,,,,,,TNFRSF11B
,,,,,,,,,,,,,,,,TNFRSF13C
,,,,,,,,,,,,,,,,TNFRSF19
,,,,,,,,,,,,,,,,TNFRSF1A
,,,,,,,,,,,,,,,,TNFRSF1B
,,,,,,,,,,,,,,,,TNFSF10
,,,,,,,,,,,,,,,,TNFSF13B
,,,,,,,,,,,,,,,,TNFSF8
,,,,,,,,,,,,,,,,TNIP2
,,,,,,,,,,,,,,,,TNR
,,,,,,,,,,,,,,,,TNS1
,,,,,,,,,,,,,,,,TNS2
,,,,,,,,,,,,,,,,TNS3
,,,,,,,,,,,,,,,,TOB1
,,,,,,,,,,,,,,,,TOB2
,,,,,,,,,,,,,,,,TONSL
,,,,,,,,,,,,,,,,TOX
,,,,,,,,,,,,,,,,TOX2
,,,,,,,,,,,,,,,,TOX3
,,,,,,,,,,,,,,,,TP53
,,,,,,,,,,,,,,,,TP53INP1
,,,,,,,,,,,,,,,,TP53TG5
,,,,,,,,,,,,,,,,TP63
,,,,,,,,,,,,,,,,TP73
,,,,,,,,,,,,,,,,TPD52L1
,,,,,,,,,,,,,,,,TPI1
,,,,,,,,,,,,,,,,TPM1
,,,,,,,,,,,,,,,,TPM2
,,,,,,,,,,,,,,,,TPO
,,,,,,,,,,,,,,,,TPPP
,,,,,,,,,,,,,,,,TPPP3
,,,,,,,,,,,,,,,,TPRG1
,,,,,,,,,,,,,,,,TPRN
,,,,,,,,,,,,,,,,TPT1
,,,,,,,,,,,,,,,,TPTE2
,,,,,,,,,,,,,,,,TPTE2P6
,,,,,,,,,,,,,,,,TPTEP1
,,,,,,,,,,,,,,,,TRABD2B
,,,,,,,,,,,,,,,,TRADD
,,,,,,,,,,,,,,,,TRAF1
,,,,,,,,,,,,,,,,TRAF3IP3
,,,,,,,,,,,,,,,,TRAF4
,,,,,,,,,,,,,,,,TRDN
,,,,,,,,,,,,,,,,TREH
,,,,,,,,,,,,,,,,TREM2
,,,,,,,,,,,,,,,,TRG-AS1
,,,,,,,,,,,,,,,,TRHDE
,,,,,,,,,,,,,,,,TRIB1
,,,,,,,,,,,,,,,,TRIB2
,,,,,,,,,,,,,,,,TRIB3
,,,,,,,,,,,,,,,,TRIM21
,,,,,,,,,,,,,,,,TRIM22
,,,,,,,,,,,,,,,,TRIM28
,,,,,,,,,,,,,,,,TRIM38
,,,,,,,,,,,,,,,,TRIM47
,,,,,,,,,,,,,,,,TRIM5
,,,,,,,,,,,,,,,,TRIM56
,,,,,,,,,,,,,,,,TRIM59
,,,,,,,,,,,,,,,,TRIM62
,,,,,,,,,,,,,,,,TRIM69
,,,,,,,,,,,,,,,,TRIOBP
,,,,,,,,,,,,,,,,TRIP10
,,,,,,,,,,,,,,,,TRIP6
,,,,,,,,,,,,,,,,TRMO
,,,,,,,,,,,,,,,,TRMT1
,,,,,,,,,,,,,,,,TRMT10A
,,,,,,,,,,,,,,,,TRPC3
,,,,,,,,,,,,,,,,TRPC4
,,,,,,,,,,,,,,,,TRPC6
,,,,,,,,,,,,,,,,TRPM1
,,,,,,,,,,,,,,,,TRPM3
,,,,,,,,,,,,,,,,TRPM6
,,,,,,,,,,,,,,,,TRPS1
,,,,,,,,,,,,,,,,TRPV4
,,,,,,,,,,,,,,,,TRPV5
,,,,,,,,,,,,,,,,TSC22D3
,,,,,,,,,,,,,,,,TSC22D4
,,,,,,,,,,,,,,,,TSHR
,,,,,,,,,,,,,,,,TSHZ2
,,,,,,,,,,,,,,,,TSIX
,,,,,,,,,,,,,,,,TSN
,,,,,,,,,,,,,,,,TSNAX-DISC1
,,,,,,,,,,,,,,,,TSPAN12
,,,,,,,,,,,,,,,,TSPAN14
,,,,,,,,,,,,,,,,TSPAN18
,,,,,,,,,,,,,,,,TSPAN8
,,,,,,,,,,,,,,,,TSPO
,,,,,,,,,,,,,,,,TST
,,,,,,,,,,,,,,,,TTC23
,,,,,,,,,,,,,,,,TTC23L
,,,,,,,,,,,,,,,,TTC29
,,,,,,,,,,,,,,,,TTC38
,,,,,,,,,,,,,,,,TTC6
,,,,,,,,,,,,,,,,TTC7A
,,,,,,,,,,,,,,,,TTF1
,,,,,,,,,,,,,,,,TTF2
,,,,,,,,,,,,,,,,TTLL4
,,,,,,,,,,,,,,,,TTLL9
,,,,,,,,,,,,,,,,TTN
,,,,,,,,,,,,,,,,TTPA
,,,,,,,,,,,,,,,,TTTY10
,,,,,,,,,,,,,,,,TTTY14
,,,,,,,,,,,,,,,,TTYH2
,,,,,,,,,,,,,,,,TUBA1A
,,,,,,,,,,,,,,,,TUBA1C
,,,,,,,,,,,,,,,,TUBB2B
,,,,,,,,,,,,,,,,TUBB6
,,,,,,,,,,,,,,,,TULP1
,,,,,,,,,,,,,,,,TWIST1
,,,,,,,,,,,,,,,,TWIST2
,,,,,,,,,,,,,,,,TXK
,,,,,,,,,,,,,,,,TXLNGY
,,,,,,,,,,,,,,,,TXNIP
,,,,,,,,,,,,,,,,TXNL4B
,,,,,,,,,,,,,,,,TYMP
,,,,,,,,,,,,,,,,TYMS
,,,,,,,,,,,,,,,,TYMSOS
,,,,,,,,,,,,,,,,TYR
,,,,,,,,,,,,,,,,TYROBP
,,,,,,,,,,,,,,,,TYRP1
,,,,,,,,,,,,,,,,U2AF1
,,,,,,,,,,,,,,,,UACA
,,,,,,,,,,,,,,,,UAP1
,,,,,,,,,,,,,,,,UBA52
,,,,,,,,,,,,,,,,UBA7
,,,,,,,,,,,,,,,,UBASH3B
,,,,,,,,,,,,,,,,UBB
,,,,,,,,,,,,,,,,UBC
,,,,,,,,,,,,,,,,UBE2K
,,,,,,,,,,,,,,,,UBE2U
,,,,,,,,,,,,,,,,UBL5
,,,,,,,,,,,,,,,,UBL7-AS1
,,,,,,,,,,,,,,,,UBOX5-AS1
,,,,,,,,,,,,,,,,UBP1
,,,,,,,,,,,,,,,,UBTD1
,,,,,,,,,,,,,,,,UBTF
,,,,,,,,,,,,,,,,UBXN1
,,,,,,,,,,,,,,,,UCP2
,,,,,,,,,,,,,,,,UEVLD
,,,,,,,,,,,,,,,,UGP2
,,,,,,,,,,,,,,,,UGT8
,,,,,,,,,,,,,,,,UHRF1
,,,,,,,,,,,,,,,,UNC13C
,,,,,,,,,,,,,,,,UNC13D
,,,,,,,,,,,,,,,,UNC5D
,,,,,,,,,,,,,,,,UNC93B1
,,,,,,,,,,,,,,,,UPB1
,,,,,,,,,,,,,,,,UQCRB
,,,,,,,,,,,,,,,,UQCRBP1
,,,,,,,,,,,,,,,,UQCRQ
,,,,,,,,,,,,,,,,URM1
,,,,,,,,,,,,,,,,USF1
,,,,,,,,,,,,,,,,USF2
,,,,,,,,,,,,,,,,USH1C
,,,,,,,,,,,,,,,,USP12-AS1
,,,,,,,,,,,,,,,,USP13
,,,,,,,,,,,,,,,,USP39
,,,,,,,,,,,,,,,,USP53
,,,,,,,,,,,,,,,,USP6NL
,,,,,,,,,,,,,,,,USPL1
,,,,,,,,,,,,,,,,UST
,,,,,,,,,,,,,,,,UTP14A
,,,,,,,,,,,,,,,,UTP18
,,,,,,,,,,,,,,,,UTRN
,,,,,,,,,,,,,,,,UTY
,,,,,,,,,,,,,,,,VAMP3
,,,,,,,,,,,,,,,,VAMP5
,,,,,,,,,,,,,,,,VAMP8
,,,,,,,,,,,,,,,,VASH1
,,,,,,,,,,,,,,,,VASP
,,,,,,,,,,,,,,,,VAV1
,,,,,,,,,,,,,,,,VAX1
,,,,,,,,,,,,,,,,VAX2
,,,,,,,,,,,,,,,,VCAM1
,,,,,,,,,,,,,,,,VCAN
,,,,,,,,,,,,,,,,VCL
,,,,,,,,,,,,,,,,VDR
,,,,,,,,,,,,,,,,VEGFA
,,,,,,,,,,,,,,,,VEGFC
,,,,,,,,,,,,,,,,VENTX
,,,,,,,,,,,,,,,,VEZF1
,,,,,,,,,,,,,,,,VGF
,,,,,,,,,,,,,,,,VGLL3
,,,,,,,,,,,,,,,,VIM
,,,,,,,,,,,,,,,,VIP
,,,,,,,,,,,,,,,,VIPR2
,,,,,,,,,,,,,,,,VIT
,,,,,,,,,,,,,,,,VPS4B
,,,,,,,,,,,,,,,,VPS72
,,,,,,,,,,,,,,,,VRK2
,,,,,,,,,,,,,,,,VSIG4
,,,,,,,,,,,,,,,,VSTM4
,,,,,,,,,,,,,,,,VSX1
,,,,,,,,,,,,,,,,VSX2
,,,,,,,,,,,,,,,,VWA1
,,,,,,,,,,,,,,,,VWA2
,,,,,,,,,,,,,,,,VWA3B
,,,,,,,,,,,,,,,,VWC2
,,,,,,,,,,,,,,,,VWC2L
,,,,,,,,,,,,,,,,VWF
,,,,,,,,,,,,,,,,WARS2
,,,,,,,,,,,,,,,,WAS
,,,,,,,,,,,,,,,,WDFY4
,,,,,,,,,,,,,,,,WDR31
,,,,,,,,,,,,,,,,WDR49
,,,,,,,,,,,,,,,,WDR64
,,,,,,,,,,,,,,,,WDR83
,,,,,,,,,,,,,,,,WDR86
,,,,,,,,,,,,,,,,WDR88
,,,,,,,,,,,,,,,,WEE1
,,,,,,,,,,,,,,,,WHRN
,,,,,,,,,,,,,,,,WIF1
,,,,,,,,,,,,,,,,WIPF1
,,,,,,,,,,,,,,,,WIPI1
,,,,,,,,,,,,,,,,WLS
,,,,,,,,,,,,,,,,WNT2B
,,,,,,,,,,,,,,,,WNT5A
,,,,,,,,,,,,,,,,WNT5B
,,,,,,,,,,,,,,,,WRNIP1
,,,,,,,,,,,,,,,,WSCD1
,,,,,,,,,,,,,,,,WT1
,,,,,,,,,,,,,,,,WWC1
,,,,,,,,,,,,,,,,WWTR1
,,,,,,,,,,,,,,,,XACT
,,,,,,,,,,,,,,,,XAF1
,,,,,,,,,,,,,,,,XBP1
,,,,,,,,,,,,,,,,XG
,,,,,,,,,,,,,,,,XKR4
,,,,,,,,,,,,,,,,XPA
,,,,,,,,,,,,,,,,XRCC1
,,,,,,,,,,,,,,,,XRCC4
,,,,,,,,,,,,,,,,XXYLT1-AS2
,,,,,,,,,,,,,,,,XYLT1
,,,,,,,,,,,,,,,,YAP1
,,,,,,,,,,,,,,,,YBX1
,,,,,,,,,,,,,,,,YBX3
,,,,,,,,,,,,,,,,YEATS4
,,,,,,,,,,,,,,,,YES1
,,,,,,,,,,,,,,,,YOD1
,,,,,,,,,,,,,,,,YWHAE
,,,,,,,,,,,,,,,,YWHAZ
,,,,,,,,,,,,,,,,YY1
,,,,,,,,,,,,,,,,ZBBX
,,,,,,,,,,,,,,,,ZBED5
,,,,,,,,,,,,,,,,ZBTB1
,,,,,,,,,,,,,,,,ZBTB10
,,,,,,,,,,,,,,,,ZBTB11
,,,,,,,,,,,,,,,,ZBTB12
,,,,,,,,,,,,,,,,ZBTB14
,,,,,,,,,,,,,,,,ZBTB16
,,,,,,,,,,,,,,,,ZBTB17
,,,,,,,,,,,,,,,,ZBTB18
,,,,,,,,,,,,,,,,ZBTB2
,,,,,,,,,,,,,,,,ZBTB20
,,,,,,,,,,,,,,,,ZBTB20-AS1
,,,,,,,,,,,,,,,,ZBTB20-AS3
,,,,,,,,,,,,,,,,ZBTB20-AS4
,,,,,,,,,,,,,,,,ZBTB21
,,,,,,,,,,,,,,,,ZBTB22
,,,,,,,,,,,,,,,,ZBTB24
,,,,,,,,,,,,,,,,ZBTB25
,,,,,,,,,,,,,,,,ZBTB26
,,,,,,,,,,,,,,,,ZBTB3
,,,,,,,,,,,,,,,,ZBTB32
,,,,,,,,,,,,,,,,ZBTB33
,,,,,,,,,,,,,,,,ZBTB34
,,,,,,,,,,,,,,,,ZBTB37
,,,,,,,,,,,,,,,,ZBTB38
,,,,,,,,,,,,,,,,ZBTB39
,,,,,,,,,,,,,,,,ZBTB4
,,,,,,,,,,,,,,,,ZBTB40
,,,,,,,,,,,,,,,,ZBTB41
,,,,,,,,,,,,,,,,ZBTB42
,,,,,,,,,,,,,,,,ZBTB43
,,,,,,,,,,,,,,,,ZBTB44
,,,,,,,,,,,,,,,,ZBTB45
,,,,,,,,,,,,,,,,ZBTB46
,,,,,,,,,,,,,,,,ZBTB47
,,,,,,,,,,,,,,,,ZBTB48
,,,,,,,,,,,,,,,,ZBTB49
,,,,,,,,,,,,,,,,ZBTB5
,,,,,,,,,,,,,,,,ZBTB6
,,,,,,,,,,,,,,,,ZBTB7A
,,,,,,,,,,,,,,,,ZBTB7B
,,,,,,,,,,,,,,,,ZBTB7C
,,,,,,,,,,,,,,,,ZBTB8A
,,,,,,,,,,,,,,,,ZC3H7A
,,,,,,,,,,,,,,,,ZC3HAV1
,,,,,,,,,,,,,,,,ZCCHC14
,,,,,,,,,,,,,,,,ZCCHC17
,,,,,,,,,,,,,,,,ZCCHC24
,,,,,,,,,,,,,,,,ZCWPW1
,,,,,,,,,,,,,,,,ZDHHC15
,,,,,,,,,,,,,,,,ZDHHC20
,,,,,,,,,,,,,,,,ZDHHC24
,,,,,,,,,,,,,,,,ZDHHC5
,,,,,,,,,,,,,,,,ZDHHC9
,,,,,,,,,,,,,,,,ZEB1
,,,,,,,,,,,,,,,,ZEB1-AS1
,,,,,,,,,,,,,,,,ZEB2
,,,,,,,,,,,,,,,,ZEB2-AS1
,,,,,,,,,,,,,,,,ZFAND2A
,,,,,,,,,,,,,,,,ZFAND4
,,,,,,,,,,,,,,,,ZFAND6
,,,,,,,,,,,,,,,,ZFHX2
,,,,,,,,,,,,,,,,ZFHX3
,,,,,,,,,,,,,,,,ZFHX4-AS1
,,,,,,,,,,,,,,,,ZFP1
,,,,,,,,,,,,,,,,ZFP14
,,,,,,,,,,,,,,,,ZFP2
,,,,,,,,,,,,,,,,ZFP28
,,,,,,,,,,,,,,,,ZFP3
,,,,,,,,,,,,,,,,ZFP30
,,,,,,,,,,,,,,,,ZFP36
,,,,,,,,,,,,,,,,ZFP36L1
